ciudad,latitud,longitud,fecha,temperatura_media,temperatura_max,temperatura_min,humedad_relativa,precipitacion,velocidad_viento,direccion_viento
Riobamba,-1.6731,-78.653,2023-10-14,11.63,16.93,7.88,86.1,8.12,2.55,101.4
Riobamba,-1.6731,-78.653,2023-10-15,11.12,16.21,7.66,85.77,12.55,3.72,89.2
Riobamba,-1.6731,-78.653,2023-10-16,11.15,17.02,6.74,84.88,1.76,2.89,91.6
Riobamba,-1.6731,-78.653,2023-10-17,11.83,17.86,6.44,83.55,4.07,2.42,96.6
Riobamba,-1.6731,-78.653,2023-10-18,12.01,17.67,6.74,83.67,3.08,2.33,100.4
Riobamba,-1.6731,-78.653,2023-10-19,11.86,17.1,7.93,85.47,2.97,3.15,95.5
Riobamba,-1.6731,-78.653,2023-10-20,10.99,16.25,6.21,85.23,0.38,3.06,94.7
Riobamba,-1.6731,-78.653,2023-10-21,11.8,17.36,7.39,83.94,1.94,2.6,108.3
Riobamba,-1.6731,-78.653,2023-10-22,12.45,17.92,8.61,84.07,2.15,2.06,128.3
Riobamba,-1.6731,-78.653,2023-10-23,11.53,15.79,8.1,85.78,0.4,2.17,107.1
Riobamba,-1.6731,-78.653,2023-10-24,12.07,18.06,7.06,84.07,0.47,1.79,99.7
Riobamba,-1.6731,-78.653,2023-10-25,12.58,17.65,9.04,85.91,1.85,2.27,187.8
Riobamba,-1.6731,-78.653,2023-10-26,12.14,17.53,9.11,87.68,0.77,2.72,260.9
Riobamba,-1.6731,-78.653,2023-10-27,11.8,16.94,8.98,88.33,1.79,3.05,262.0
Riobamba,-1.6731,-78.653,2023-10-28,10.47,14.14,8.08,90.23,4.35,2.68,280.0
Riobamba,-1.6731,-78.653,2023-10-29,10.64,16.42,7.6,89.55,5.6,1.98,304.7
Riobamba,-1.6731,-78.653,2023-10-30,12.39,19.02,7.93,84.55,1.61,1.79,300.2
Riobamba,-1.6731,-78.653,2023-10-31,11.87,15.71,8.99,88.1,0.86,1.63,260.3
Riobamba,-1.6731,-78.653,2023-11-01,10.24,14.93,6.55,90.27,2.8,1.78,260.2
Riobamba,-1.6731,-78.653,2023-11-02,12.2,18.56,8.41,84.34,0.18,2.39,270.7
Riobamba,-1.6731,-78.653,2023-11-03,12.62,19.45,7.91,82.99,6.61,1.87,261.7
Riobamba,-1.6731,-78.653,2023-11-04,12.44,17.95,9.51,85.33,6.91,2.79,92.4
Riobamba,-1.6731,-78.653,2023-11-05,11.76,16.86,7.88,86.1,11.77,2.13,87.7
Riobamba,-1.6731,-78.653,2023-11-06,11.83,16.62,8.81,87.41,1.86,2.27,87.0
Riobamba,-1.6731,-78.653,2023-11-07,11.88,17.4,7.75,86.75,1.39,2.82,103.5
Riobamba,-1.6731,-78.653,2023-11-08,12.16,18.35,6.67,83.93,7.12,2.86,90.9
Riobamba,-1.6731,-78.653,2023-11-09,12.74,18.67,8.44,85.7,6.43,3.28,96.3
Riobamba,-1.6731,-78.653,2023-11-10,12.9,18.52,9.13,84.24,0.14,2.7,90.1
Riobamba,-1.6731,-78.653,2023-11-11,12.65,18.24,7.62,84.73,0.37,2.63,99.7
Riobamba,-1.6731,-78.653,2023-11-12,12.83,18.7,8.26,85.67,5.18,2.68,96.0
Riobamba,-1.6731,-78.653,2023-11-13,13.13,18.97,8.46,84.63,0.37,2.62,89.9
Riobamba,-1.6731,-78.653,2023-11-14,12.85,18.46,8.62,84.96,2.23,2.43,88.7
Riobamba,-1.6731,-78.653,2023-11-15,12.22,16.73,9.47,88.19,5.86,1.84,89.3
Riobamba,-1.6731,-78.653,2023-11-16,12.54,17.86,8.03,84.92,6.32,1.59,72.8
Riobamba,-1.6731,-78.653,2023-11-17,12.82,18.37,9.19,83.96,2.68,2.15,350.7
Riobamba,-1.6731,-78.653,2023-11-18,12.64,17.23,9.99,86.49,0.42,1.87,282.9
Riobamba,-1.6731,-78.653,2023-11-19,12.46,17.31,8.8,84.61,15.3,1.72,281.8
Riobamba,-1.6731,-78.653,2023-11-20,11.55,15.99,8.4,85.66,4.09,1.66,83.0
Riobamba,-1.6731,-78.653,2023-11-21,11.34,15.35,8.98,88.09,1.03,2.37,283.4
Riobamba,-1.6731,-78.653,2023-11-22,11.03,18.03,6.41,84.79,1.07,1.49,295.7
Riobamba,-1.6731,-78.653,2023-11-23,11.33,17.0,6.23,82.94,16.49,1.24,104.2
Riobamba,-1.6731,-78.653,2023-11-24,10.69,15.31,7.99,86.1,1.71,2.72,72.2
Riobamba,-1.6731,-78.653,2023-11-25,11.58,17.4,6.55,84.15,4.13,2.08,80.3
Riobamba,-1.6731,-78.653,2023-11-26,11.75,17.43,7.49,86.14,11.04,2.59,80.7
Riobamba,-1.6731,-78.653,2023-11-27,11.89,17.73,8.1,85.37,4.76,4.04,80.3
Riobamba,-1.6731,-78.653,2023-11-28,11.79,17.14,8.11,86.47,3.42,4.04,86.9
Riobamba,-1.6731,-78.653,2023-11-29,12.08,17.35,8.36,84.91,2.58,3.53,87.0
Riobamba,-1.6731,-78.653,2023-11-30,12.11,17.52,7.87,84.35,7.26,2.76,78.4
Riobamba,-1.6731,-78.653,2023-12-01,12.26,17.54,8.31,85.71,2.13,3.03,80.2
Riobamba,-1.6731,-78.653,2023-12-02,12.39,18.17,8.14,84.46,0.17,2.46,84.3
Riobamba,-1.6731,-78.653,2023-12-03,12.54,19.13,6.78,83.3,3.92,2.3,80.6
Riobamba,-1.6731,-78.653,2023-12-04,13.17,18.72,8.77,85.14,2.66,2.65,88.1
Riobamba,-1.6731,-78.653,2023-12-05,12.07,16.67,8.84,88.77,4.88,3.45,80.3
Riobamba,-1.6731,-78.653,2023-12-06,11.99,17.07,8.14,87.05,8.09,2.88,79.2
Riobamba,-1.6731,-78.653,2023-12-07,12.06,16.66,8.83,88.78,2.21,2.19,72.7
Riobamba,-1.6731,-78.653,2023-12-08,11.98,17.35,8.23,85.83,2.35,4.77,91.6
Riobamba,-1.6731,-78.653,2023-12-09,12.27,17.87,8.63,84.43,0.82,4.47,90.6
Riobamba,-1.6731,-78.653,2023-12-10,12.52,18.12,8.71,86.41,9.73,3.57,93.9
Riobamba,-1.6731,-78.653,2023-12-11,12.33,18.09,7.91,86.03,5.95,3.25,86.8
Riobamba,-1.6731,-78.653,2023-12-12,12.88,18.64,8.59,86.28,2.78,3.85,86.8
Riobamba,-1.6731,-78.653,2023-12-13,13.12,18.62,9.14,86.85,1.37,2.73,85.5
Riobamba,-1.6731,-78.653,2023-12-14,13.33,18.73,9.06,85.89,3.32,2.09,88.4
Riobamba,-1.6731,-78.653,2023-12-15,13.17,17.78,9.49,88.33,9.11,1.55,102.0
Riobamba,-1.6731,-78.653,2023-12-16,13.15,17.82,10.45,87.54,7.86,1.38,75.7
Riobamba,-1.6731,-78.653,2023-12-17,13.32,18.75,9.3,86.25,8.36,1.17,91.7
Riobamba,-1.6731,-78.653,2023-12-18,13.02,17.03,10.58,89.84,7.44,0.98,220.4
Riobamba,-1.6731,-78.653,2023-12-19,13.04,18.14,9.98,88.68,1.28,1.89,284.2
Riobamba,-1.6731,-78.653,2023-12-20,12.4,15.38,9.99,89.86,0.2,1.71,275.2
Riobamba,-1.6731,-78.653,2023-12-21,12.21,18.55,7.83,85.63,4.61,1.46,63.2
Riobamba,-1.6731,-78.653,2023-12-22,12.39,17.94,8.2,86.38,9.92,1.91,80.2
Riobamba,-1.6731,-78.653,2023-12-23,12.42,17.78,8.48,88.39,17.69,1.6,90.9
Riobamba,-1.6731,-78.653,2023-12-24,12.9,18.17,8.72,86.25,1.69,2.23,88.2
Riobamba,-1.6731,-78.653,2023-12-25,12.13,16.0,9.67,90.66,3.66,1.58,88.7
Riobamba,-1.6731,-78.653,2023-12-26,12.07,16.36,9.29,90.05,3.56,1.32,88.5
Riobamba,-1.6731,-78.653,2023-12-27,11.7,16.2,8.72,89.54,10.61,1.24,81.9
Riobamba,-1.6731,-78.653,2023-12-28,11.4,15.97,8.4,88.66,47.47,1.05,103.2
Riobamba,-1.6731,-78.653,2023-12-29,11.91,16.76,7.99,87.68,6.61,1.52,92.6
Riobamba,-1.6731,-78.653,2023-12-30,12.59,17.47,8.95,86.6,7.55,1.17,253.4
Riobamba,-1.6731,-78.653,2023-12-31,12.28,15.84,10.35,90.04,6.04,0.83,302.3
Riobamba,-1.6731,-78.653,2024-01-01,12.48,16.62,9.73,89.94,1.52,1.38,55.1
Riobamba,-1.6731,-78.653,2024-01-02,13.21,18.43,9.59,85.33,0.18,1.09,48.9
Riobamba,-1.6731,-78.653,2024-01-03,12.44,17.2,9.07,85.08,2.78,1.84,76.9
Riobamba,-1.6731,-78.653,2024-01-04,12.09,15.64,8.91,88.12,5.69,1.26,92.5
Riobamba,-1.6731,-78.653,2024-01-05,11.72,15.9,8.59,87.42,5.75,2.32,91.2
Riobamba,-1.6731,-78.653,2024-01-06,11.06,16.61,6.35,85.63,1.01,2.09,82.7
Riobamba,-1.6731,-78.653,2024-01-07,11.74,17.1,7.13,86.86,0.05,2.8,81.0
Riobamba,-1.6731,-78.653,2024-01-08,12.12,16.43,8.86,90.65,0.44,2.69,93.8
Riobamba,-1.6731,-78.653,2024-01-09,12.19,17.06,8.51,89.04,2.91,2.85,89.1
Riobamba,-1.6731,-78.653,2024-01-10,12.54,17.77,8.89,88.0,6.88,2.35,74.7
Riobamba,-1.6731,-78.653,2024-01-11,11.78,16.57,7.61,86.54,2.15,1.71,66.3
Riobamba,-1.6731,-78.653,2024-01-12,11.62,16.89,7.58,86.13,1.59,1.46,82.9
Riobamba,-1.6731,-78.653,2024-01-13,12.1,16.84,8.38,87.86,3.99,1.84,80.4
Riobamba,-1.6731,-78.653,2024-01-14,12.07,17.68,8.01,84.21,1.86,2.29,81.6
Riobamba,-1.6731,-78.653,2024-01-15,11.52,17.32,7.13,88.2,1.21,4.3,80.3
Riobamba,-1.6731,-78.653,2024-01-16,11.94,17.05,8.72,87.4,3.06,5.89,88.6
Riobamba,-1.6731,-78.653,2024-01-17,11.94,16.16,8.51,87.4,1.89,4.92,82.1
Riobamba,-1.6731,-78.653,2024-01-18,12.47,16.8,9.3,87.57,0.78,5.7,80.9
Riobamba,-1.6731,-78.653,2024-01-19,12.5,17.59,9.28,87.33,5.25,5.26,84.9
Riobamba,-1.6731,-78.653,2024-01-20,11.97,16.85,8.38,89.42,6.95,4.4,84.7
Riobamba,-1.6731,-78.653,2024-01-21,12.32,17.61,8.27,88.2,5.31,4.54,86.1
Riobamba,-1.6731,-78.653,2024-01-22,12.81,18.16,9.16,86.15,0.33,5.01,87.6
Riobamba,-1.6731,-78.653,2024-01-23,12.77,18.19,9.11,87.56,2.29,4.55,86.4
Riobamba,-1.6731,-78.653,2024-01-24,12.38,18.22,7.39,83.75,0.24,3.61,80.2
Riobamba,-1.6731,-78.653,2024-01-25,12.7,19.26,6.41,81.11,0.13,2.44,85.7
Riobamba,-1.6731,-78.653,2024-01-26,13.08,19.3,7.35,81.56,0.04,1.93,80.0
Riobamba,-1.6731,-78.653,2024-01-27,14.04,20.36,9.53,81.99,0.57,1.48,324.3
Riobamba,-1.6731,-78.653,2024-01-28,14.31,19.31,11.08,83.04,0.53,1.29,79.6
Riobamba,-1.6731,-78.653,2024-01-29,13.72,18.07,11.16,89.49,2.81,1.58,88.1
Riobamba,-1.6731,-78.653,2024-01-30,13.69,18.74,9.85,86.62,0.76,1.37,67.3
Riobamba,-1.6731,-78.653,2024-01-31,13.52,17.55,10.9,88.21,4.56,1.12,124.8
Riobamba,-1.6731,-78.653,2024-02-01,13.34,17.81,10.34,89.45,7.07,1.39,101.3
Riobamba,-1.6731,-78.653,2024-02-02,12.52,16.31,10.37,90.97,5.2,1.02,103.3
Riobamba,-1.6731,-78.653,2024-02-03,12.8,17.46,9.16,87.57,9.66,0.98,79.3
Riobamba,-1.6731,-78.653,2024-02-04,13.14,17.48,10.07,88.7,8.61,1.71,92.1
Riobamba,-1.6731,-78.653,2024-02-05,12.18,16.54,9.23,90.89,5.42,1.92,120.5
Riobamba,-1.6731,-78.653,2024-02-06,12.91,18.09,9.07,88.87,1.04,2.28,122.9
Riobamba,-1.6731,-78.653,2024-02-07,12.69,16.61,9.88,90.22,7.75,3.27,97.0
Riobamba,-1.6731,-78.653,2024-02-08,12.84,17.74,8.37,88.64,3.52,2.23,80.6
Riobamba,-1.6731,-78.653,2024-02-09,12.84,17.06,9.75,89.58,2.09,4.05,96.0
Riobamba,-1.6731,-78.653,2024-02-10,12.42,18.16,8.53,83.9,2.15,4.56,96.2
Riobamba,-1.6731,-78.653,2024-02-11,11.86,17.53,7.09,86.33,13.45,3.13,96.8
Riobamba,-1.6731,-78.653,2024-02-12,12.26,17.65,7.75,88.8,12.86,2.18,85.7
Riobamba,-1.6731,-78.653,2024-02-13,12.51,17.34,8.86,91.03,5.07,2.49,88.5
Riobamba,-1.6731,-78.653,2024-02-14,12.86,17.42,9.98,87.01,4.11,5.23,91.8
Riobamba,-1.6731,-78.653,2024-02-15,12.23,17.14,8.19,86.1,0.79,5.3,91.1
Riobamba,-1.6731,-78.653,2024-02-16,12.75,18.1,8.69,87.98,10.94,4.58,92.7
Riobamba,-1.6731,-78.653,2024-02-17,13.14,18.17,9.71,88.34,11.39,4.08,97.3
Riobamba,-1.6731,-78.653,2024-02-18,13.03,18.21,9.34,89.41,1.79,2.38,85.7
Riobamba,-1.6731,-78.653,2024-02-19,13.52,18.2,9.16,87.6,5.06,1.48,50.3
Riobamba,-1.6731,-78.653,2024-02-20,12.08,15.5,9.49,91.63,6.35,2.98,280.2
Riobamba,-1.6731,-78.653,2024-02-21,11.72,15.88,9.31,89.12,1.66,5.08,271.4
Riobamba,-1.6731,-78.653,2024-02-22,11.94,17.43,8.05,85.13,0.04,5.34,264.5
Riobamba,-1.6731,-78.653,2024-02-23,13.06,19.31,7.92,84.1,4.54,2.65,249.6
Riobamba,-1.6731,-78.653,2024-02-24,11.29,15.78,6.83,84.16,0.88,1.31,235.1
Riobamba,-1.6731,-78.653,2024-02-25,11.72,15.6,8.18,90.97,8.69,1.23,48.7
Riobamba,-1.6731,-78.653,2024-02-26,12.14,15.2,9.99,91.73,8.47,1.14,197.2
Riobamba,-1.6731,-78.653,2024-02-27,11.1,15.93,6.53,90.08,8.09,1.91,65.5
Riobamba,-1.6731,-78.653,2024-02-28,11.97,17.61,7.68,88.12,6.65,1.9,73.3
Riobamba,-1.6731,-78.653,2024-02-29,12.27,17.25,8.35,90.75,11.6,1.95,81.7
Riobamba,-1.6731,-78.653,2024-03-01,12.56,17.32,9.36,88.86,2.91,1.15,38.3
Riobamba,-1.6731,-78.653,2024-03-02,12.79,17.35,9.18,89.02,2.1,0.92,60.8
Riobamba,-1.6731,-78.653,2024-03-03,12.62,17.04,9.82,88.82,0.86,1.38,63.8
Riobamba,-1.6731,-78.653,2024-03-04,13.17,17.85,9.63,87.97,0.26,1.19,117.4
Riobamba,-1.6731,-78.653,2024-03-05,13.0,17.05,10.18,91.64,5.68,1.9,95.9
Riobamba,-1.6731,-78.653,2024-03-06,12.98,18.15,9.02,88.36,11.61,2.73,91.7
Riobamba,-1.6731,-78.653,2024-03-07,13.07,18.14,9.31,87.78,2.33,3.48,88.6
Riobamba,-1.6731,-78.653,2024-03-08,12.97,18.04,9.66,86.44,0.11,4.18,88.5
Riobamba,-1.6731,-78.653,2024-03-09,12.74,17.31,9.01,88.54,3.43,3.57,93.8
Riobamba,-1.6731,-78.653,2024-03-10,13.09,18.28,9.64,87.26,0.61,4.08,87.8
Riobamba,-1.6731,-78.653,2024-03-11,12.92,18.02,9.14,87.27,0.09,4.52,89.0
Riobamba,-1.6731,-78.653,2024-03-12,12.37,18.18,8.07,84.73,5.6,4.54,87.9
Riobamba,-1.6731,-78.653,2024-03-13,12.15,18.4,7.07,84.82,1.48,4.66,90.6
Riobamba,-1.6731,-78.653,2024-03-14,12.14,17.36,7.93,84.51,3.38,5.6,89.2
Riobamba,-1.6731,-78.653,2024-03-15,12.7,17.84,9.27,86.53,0.6,4.53,89.9
Riobamba,-1.6731,-78.653,2024-03-16,13.35,19.03,8.95,84.76,0.43,3.33,92.0
Riobamba,-1.6731,-78.653,2024-03-17,12.71,18.42,7.11,85.27,6.5,3.74,88.9
Riobamba,-1.6731,-78.653,2024-03-18,12.6,17.22,9.39,87.39,12.12,3.81,86.1
Riobamba,-1.6731,-78.653,2024-03-19,11.88,16.13,7.86,86.75,1.44,2.92,84.5
Riobamba,-1.6731,-78.653,2024-03-20,12.9,18.13,8.63,85.45,1.32,2.01,78.2
Riobamba,-1.6731,-78.653,2024-03-21,13.68,19.58,9.68,85.52,2.44,1.45,90.7
Riobamba,-1.6731,-78.653,2024-03-22,13.01,18.37,9.83,87.22,0.61,1.83,104.1
Riobamba,-1.6731,-78.653,2024-03-23,13.09,19.71,7.91,81.72,0.83,1.71,15.2
Riobamba,-1.6731,-78.653,2024-03-24,13.38,18.44,8.75,89.35,10.19,2.12,288.2
Riobamba,-1.6731,-78.653,2024-03-25,12.31,17.48,8.45,87.75,4.63,2.56,279.5
Riobamba,-1.6731,-78.653,2024-03-26,12.0,17.27,9.64,89.78,0.73,2.49,263.2
Riobamba,-1.6731,-78.653,2024-03-27,12.77,18.53,9.19,86.02,2.13,2.89,242.4
Riobamba,-1.6731,-78.653,2024-03-28,12.68,18.16,8.58,86.74,10.05,1.74,273.8
Riobamba,-1.6731,-78.653,2024-03-29,11.66,17.52,7.18,85.21,7.48,1.86,79.6
Riobamba,-1.6731,-78.653,2024-03-30,11.86,17.38,7.3,87.06,0.12,2.66,95.1
Riobamba,-1.6731,-78.653,2024-03-31,12.25,18.08,7.24,86.56,13.89,1.43,94.2
Riobamba,-1.6731,-78.653,2024-04-01,12.65,16.97,9.81,89.53,12.11,1.07,45.0
Riobamba,-1.6731,-78.653,2024-04-02,12.33,16.07,9.75,89.87,9.21,1.3,63.3
Riobamba,-1.6731,-78.653,2024-04-03,12.59,17.18,9.4,88.89,6.03,1.32,85.2
Riobamba,-1.6731,-78.653,2024-04-04,11.88,15.72,9.29,89.62,7.74,2.21,97.6
Riobamba,-1.6731,-78.653,2024-04-05,11.49,15.86,8.68,87.2,2.48,3.13,89.6
Riobamba,-1.6731,-78.653,2024-04-06,12.25,17.3,8.25,87.57,5.95,2.51,84.4
Riobamba,-1.6731,-78.653,2024-04-07,12.84,18.08,8.97,88.41,2.01,2.63,90.8
Riobamba,-1.6731,-78.653,2024-04-08,12.2,16.41,9.23,90.49,3.43,3.36,88.7
Riobamba,-1.6731,-78.653,2024-04-09,12.2,17.84,8.58,86.14,2.12,3.62,84.8
Riobamba,-1.6731,-78.653,2024-04-10,11.79,18.01,6.04,83.35,0.03,3.14,90.0
Riobamba,-1.6731,-78.653,2024-04-11,11.9,18.14,6.09,85.5,0.06,2.77,85.1
Riobamba,-1.6731,-78.653,2024-04-12,12.92,18.81,8.69,84.41,0.15,3.39,85.8
Riobamba,-1.6731,-78.653,2024-04-13,13.17,18.43,9.38,86.7,1.17,2.9,83.6
Riobamba,-1.6731,-78.653,2024-04-14,13.44,18.44,9.54,87.78,0.25,1.54,76.7
Riobamba,-1.6731,-78.653,2024-04-15,13.43,17.98,9.09,85.63,3.66,1.38,102.8
Riobamba,-1.6731,-78.653,2024-04-16,12.99,17.47,8.79,89.35,5.13,2.23,90.1
Riobamba,-1.6731,-78.653,2024-04-17,12.86,17.03,10.1,88.12,7.34,3.08,92.2
Riobamba,-1.6731,-78.653,2024-04-18,12.68,17.44,9.13,89.26,3.51,2.28,113.5
Riobamba,-1.6731,-78.653,2024-04-19,12.83,17.0,9.7,89.65,6.88,1.58,148.4
Riobamba,-1.6731,-78.653,2024-04-20,13.21,17.32,10.74,90.81,4.55,1.9,198.7
Riobamba,-1.6731,-78.653,2024-04-21,12.55,17.21,10.01,89.85,22.68,2.0,245.8
Riobamba,-1.6731,-78.653,2024-04-22,12.07,15.49,9.67,90.73,8.5,1.2,174.6
Riobamba,-1.6731,-78.653,2024-04-23,12.8,17.13,10.08,89.4,3.67,0.9,128.1
Riobamba,-1.6731,-78.653,2024-04-24,12.81,17.65,8.56,87.67,5.52,1.66,92.2
Riobamba,-1.6731,-78.653,2024-04-25,12.92,18.08,8.65,87.42,4.38,1.53,79.1
Riobamba,-1.6731,-78.653,2024-04-26,13.21,18.26,9.36,87.72,6.87,1.6,169.7
Riobamba,-1.6731,-78.653,2024-04-27,12.91,17.12,10.25,89.57,17.21,1.21,220.4
Riobamba,-1.6731,-78.653,2024-04-28,12.42,15.6,10.6,91.2,9.86,0.93,114.1
Riobamba,-1.6731,-78.653,2024-04-29,12.81,17.61,9.89,89.67,18.08,1.7,99.8
Riobamba,-1.6731,-78.653,2024-04-30,12.42,17.76,7.83,87.04,1.09,2.46,94.6
Riobamba,-1.6731,-78.653,2024-05-01,12.4,17.92,8.46,87.95,0.28,3.18,100.0
Riobamba,-1.6731,-78.653,2024-05-02,12.66,18.05,7.77,85.55,5.91,2.28,94.0
Riobamba,-1.6731,-78.653,2024-05-03,12.75,17.76,7.67,86.94,4.77,1.46,96.5
Riobamba,-1.6731,-78.653,2024-05-04,12.85,17.34,9.53,90.35,9.29,1.65,89.8
Riobamba,-1.6731,-78.653,2024-05-05,11.95,16.79,8.53,89.13,31.79,2.95,102.7
Riobamba,-1.6731,-78.653,2024-05-06,12.0,16.88,7.76,87.87,3.17,3.04,89.8
Riobamba,-1.6731,-78.653,2024-05-07,12.17,16.28,9.01,90.74,0.8,2.36,85.4
Riobamba,-1.6731,-78.653,2024-05-08,11.57,16.49,7.69,88.36,7.93,2.45,95.1
Riobamba,-1.6731,-78.653,2024-05-09,11.83,17.41,7.6,86.51,0.62,3.05,101.4
Riobamba,-1.6731,-78.653,2024-05-10,11.87,16.54,8.34,86.48,3.94,3.2,103.9
Riobamba,-1.6731,-78.653,2024-05-11,11.66,17.34,6.61,85.08,0.62,3.3,103.3
Riobamba,-1.6731,-78.653,2024-05-12,12.41,18.06,7.27,85.55,0.31,2.72,95.2
Riobamba,-1.6731,-78.653,2024-05-13,12.48,17.76,8.54,88.02,0.92,2.92,97.9
Riobamba,-1.6731,-78.653,2024-05-14,12.44,17.33,9.51,88.94,2.7,3.34,97.3
Riobamba,-1.6731,-78.653,2024-05-15,12.12,17.23,8.31,88.24,4.36,2.24,101.6
Riobamba,-1.6731,-78.653,2024-05-16,12.49,17.7,7.88,86.51,6.04,2.01,95.1
Riobamba,-1.6731,-78.653,2024-05-17,12.09,17.39,6.86,87.21,1.94,2.28,88.9
Riobamba,-1.6731,-78.653,2024-05-18,11.79,16.1,8.92,86.7,0.04,4.47,90.4
Riobamba,-1.6731,-78.653,2024-05-19,12.27,17.82,8.63,86.13,3.91,4.68,97.6
Riobamba,-1.6731,-78.653,2024-05-20,11.89,16.93,8.57,87.19,2.45,4.99,101.5
Riobamba,-1.6731,-78.653,2024-05-21,12.54,18.23,8.4,86.49,5.15,4.27,100.4
Riobamba,-1.6731,-78.653,2024-05-22,12.28,17.65,8.54,87.94,8.0,3.54,103.5
Riobamba,-1.6731,-78.653,2024-05-23,12.52,17.81,8.51,86.7,2.9,2.57,95.9
Riobamba,-1.6731,-78.653,2024-05-24,12.53,17.86,8.03,86.11,1.54,2.74,90.2
Riobamba,-1.6731,-78.653,2024-05-25,11.73,15.64,9.08,89.74,16.83,3.46,98.9
Riobamba,-1.6731,-78.653,2024-05-26,11.74,17.29,7.47,86.08,5.29,3.21,95.0
Riobamba,-1.6731,-78.653,2024-05-27,11.87,17.59,7.15,85.89,3.63,3.03,97.9
Riobamba,-1.6731,-78.653,2024-05-28,11.84,16.45,8.4,89.02,24.38,3.75,102.1
Riobamba,-1.6731,-78.653,2024-05-29,11.38,16.74,7.59,87.99,8.02,4.44,103.1
Riobamba,-1.6731,-78.653,2024-05-30,11.73,17.7,7.4,85.44,0.92,4.37,96.1
Riobamba,-1.6731,-78.653,2024-05-31,11.85,17.8,7.94,84.96,0.18,5.55,98.4
Riobamba,-1.6731,-78.653,2024-06-01,11.78,18.13,7.21,84.31,1.59,5.32,94.3
Riobamba,-1.6731,-78.653,2024-06-02,11.28,18.04,6.17,84.23,1.81,3.6,101.4
Riobamba,-1.6731,-78.653,2024-06-03,10.83,17.09,5.62,81.21,0.8,4.6,94.7
Riobamba,-1.6731,-78.653,2024-06-04,10.78,15.53,7.49,85.31,2.26,5.77,101.3
Riobamba,-1.6731,-78.653,2024-06-05,11.05,15.94,7.86,86.9,1.81,4.39,102.4
Riobamba,-1.6731,-78.653,2024-06-06,11.24,16.18,8.28,86.1,1.68,5.04,101.8
Riobamba,-1.6731,-78.653,2024-06-07,11.36,16.49,8.12,85.2,0.31,5.54,103.3
Riobamba,-1.6731,-78.653,2024-06-08,11.35,16.22,8.36,85.53,1.78,4.94,102.2
Riobamba,-1.6731,-78.653,2024-06-09,11.61,16.91,8.23,86.85,3.8,3.09,93.2
Riobamba,-1.6731,-78.653,2024-06-10,11.25,16.55,6.82,88.1,4.95,2.36,89.8
Riobamba,-1.6731,-78.653,2024-06-11,11.33,16.14,8.17,87.18,2.71,4.2,91.1
Riobamba,-1.6731,-78.653,2024-06-12,11.54,16.79,8.45,86.67,1.98,4.49,90.5
Riobamba,-1.6731,-78.653,2024-06-13,11.42,16.38,7.96,87.25,0.99,3.15,93.1
Riobamba,-1.6731,-78.653,2024-06-14,11.42,16.83,6.31,87.46,6.1,2.03,102.0
Riobamba,-1.6731,-78.653,2024-06-15,11.51,16.0,8.38,89.11,19.91,3.25,102.7
Riobamba,-1.6731,-78.653,2024-06-16,11.5,15.89,7.81,88.1,22.77,4.72,93.4
Riobamba,-1.6731,-78.653,2024-06-17,10.51,16.64,5.21,82.39,2.27,3.83,89.8
Riobamba,-1.6731,-78.653,2024-06-18,10.95,17.64,4.74,80.28,2.61,2.08,99.1
Riobamba,-1.6731,-78.653,2024-06-19,11.7,16.48,7.93,86.83,2.3,1.49,120.6
Riobamba,-1.6731,-78.653,2024-06-20,11.58,16.15,8.78,89.54,18.14,1.97,99.0
Riobamba,-1.6731,-78.653,2024-06-21,10.72,15.42,6.55,86.46,0.76,3.84,91.2
Riobamba,-1.6731,-78.653,2024-06-22,10.34,16.97,4.8,83.94,0.14,3.4,97.3
Riobamba,-1.6731,-78.653,2024-06-23,10.18,17.01,5.15,79.01,0.03,3.8,102.1
Riobamba,-1.6731,-78.653,2024-06-24,9.94,16.64,3.64,78.33,4.47,3.67,95.8
Riobamba,-1.6731,-78.653,2024-06-25,10.17,15.29,6.05,88.02,5.73,3.13,99.2
Riobamba,-1.6731,-78.653,2024-06-26,10.56,15.88,6.96,86.32,1.04,3.78,101.2
Riobamba,-1.6731,-78.653,2024-06-27,10.45,16.06,6.51,85.8,0.39,3.74,101.3
Riobamba,-1.6731,-78.653,2024-06-28,11.06,16.98,5.59,83.74,6.14,2.15,96.2
Riobamba,-1.6731,-78.653,2024-06-29,11.66,17.35,6.63,86.24,5.3,2.16,87.1
Riobamba,-1.6731,-78.653,2024-06-30,11.05,15.41,8.4,88.62,4.72,3.47,86.7
Riobamba,-1.6731,-78.653,2024-07-01,11.06,16.05,8.11,87.51,13.78,4.14,94.4
Riobamba,-1.6731,-78.653,2024-07-02,10.3,15.13,6.97,85.1,10.09,5.61,98.5
Riobamba,-1.6731,-78.653,2024-07-03,9.68,14.99,6.0,85.55,2.37,4.45,95.6
Riobamba,-1.6731,-78.653,2024-07-04,10.85,16.63,5.8,87.0,0.28,2.38,98.6
Riobamba,-1.6731,-78.653,2024-07-05,11.12,15.81,7.51,87.32,0.17,3.04,106.8
Riobamba,-1.6731,-78.653,2024-07-06,11.02,16.04,7.99,85.07,2.57,5.91,94.0
