ciudad,latitud,longitud,fecha,temperatura_media,temperatura_max,temperatura_min,humedad_relativa,precipitacion,velocidad_viento,direccion_viento
Cuenca,-2.9001,-79.0059,2012-01-01,14.47,19.38,10.5,87.58,36.56,2.7,81.4
Cuenca,-2.9001,-79.0059,2012-01-02,14.55,19.18,10.98,88.76,3.05,2.13,94.1
Cuenca,-2.9001,-79.0059,2012-01-03,13.72,16.62,11.92,92.94,11.97,1.99,106.1
Cuenca,-2.9001,-79.0059,2012-01-04,12.92,16.37,11.26,90.62,7.95,2.09,95.3
Cuenca,-2.9001,-79.0059,2012-01-05,13.17,16.41,10.82,89.36,13.51,1.58,136.4
Cuenca,-2.9001,-79.0059,2012-01-06,12.51,15.72,10.34,92.75,9.92,1.32,98.8
Cuenca,-2.9001,-79.0059,2012-01-07,13.34,17.27,10.86,90.88,10.37,1.75,92.4
Cuenca,-2.9001,-79.0059,2012-01-08,13.11,16.74,10.62,92.44,5.0,2.6,74.8
Cuenca,-2.9001,-79.0059,2012-01-09,13.33,17.76,10.35,89.74,0.4,2.32,90.5
Cuenca,-2.9001,-79.0059,2012-01-10,14.18,18.57,10.72,88.55,4.53,1.69,117.1
Cuenca,-2.9001,-79.0059,2012-01-11,14.75,19.52,11.34,87.43,4.77,2.33,79.6
Cuenca,-2.9001,-79.0059,2012-01-12,13.87,18.39,10.35,89.86,5.07,3.65,74.8
Cuenca,-2.9001,-79.0059,2012-01-13,13.4,18.22,9.62,90.19,1.18,3.52,76.7
Cuenca,-2.9001,-79.0059,2012-01-14,13.45,17.69,10.12,90.4,7.59,3.24,74.9
Cuenca,-2.9001,-79.0059,2012-01-15,12.56,15.65,10.45,93.97,4.46,2.91,74.8
Cuenca,-2.9001,-79.0059,2012-01-16,13.53,17.75,10.61,86.74,3.56,2.4,87.4
Cuenca,-2.9001,-79.0059,2012-01-17,13.62,17.65,10.5,90.23,7.18,2.14,93.6
Cuenca,-2.9001,-79.0059,2012-01-18,13.46,16.69,11.3,89.4,5.2,1.61,112.6
Cuenca,-2.9001,-79.0059,2012-01-19,13.47,16.92,11.05,89.5,3.92,1.67,124.6
Cuenca,-2.9001,-79.0059,2012-01-20,12.59,15.39,10.9,92.99,14.8,2.09,112.4
Cuenca,-2.9001,-79.0059,2012-01-21,12.83,16.47,9.98,88.95,3.98,1.95,131.2
Cuenca,-2.9001,-79.0059,2012-01-22,13.37,16.83,10.6,90.04,3.29,2.04,129.2
Cuenca,-2.9001,-79.0059,2012-01-23,12.92,15.79,10.75,91.73,3.06,2.19,101.9
Cuenca,-2.9001,-79.0059,2012-01-24,13.45,18.32,10.46,88.33,3.56,1.3,140.3
Cuenca,-2.9001,-79.0059,2012-01-25,13.88,18.61,10.5,87.03,7.37,1.8,93.6
Cuenca,-2.9001,-79.0059,2012-01-26,13.4,16.45,10.89,92.27,5.37,2.62,112.3
Cuenca,-2.9001,-79.0059,2012-01-27,12.91,15.37,11.15,93.81,5.5,3.39,88.2
Cuenca,-2.9001,-79.0059,2012-01-28,13.54,17.63,10.15,90.72,5.75,3.24,76.7
Cuenca,-2.9001,-79.0059,2012-01-29,13.3,17.49,10.4,89.6,8.23,2.59,76.0
Cuenca,-2.9001,-79.0059,2012-01-30,13.7,18.03,10.66,88.53,2.1,2.48,85.3
Cuenca,-2.9001,-79.0059,2012-01-31,14.02,18.06,10.95,88.69,4.3,3.24,86.7
Cuenca,-2.9001,-79.0059,2012-02-01,13.74,17.7,10.48,91.16,5.91,3.08,83.2
Cuenca,-2.9001,-79.0059,2012-02-02,13.8,17.77,11.15,90.03,2.14,2.95,77.6
Cuenca,-2.9001,-79.0059,2012-02-03,13.28,17.45,10.33,88.21,5.49,3.22,70.3
Cuenca,-2.9001,-79.0059,2012-02-04,13.25,17.19,10.42,87.69,4.97,3.03,71.4
Cuenca,-2.9001,-79.0059,2012-02-05,12.6,16.61,9.65,89.9,3.97,3.21,71.1
Cuenca,-2.9001,-79.0059,2012-02-06,12.81,16.71,9.87,88.53,5.03,3.58,86.5
Cuenca,-2.9001,-79.0059,2012-02-07,12.87,17.37,9.46,89.5,4.65,3.32,87.8
Cuenca,-2.9001,-79.0059,2012-02-08,13.11,17.24,10.12,87.24,13.26,2.82,79.7
Cuenca,-2.9001,-79.0059,2012-02-09,13.38,18.03,10.38,84.75,2.89,2.47,64.0
Cuenca,-2.9001,-79.0059,2012-02-10,14.14,18.49,11.33,82.43,3.13,2.15,87.5
Cuenca,-2.9001,-79.0059,2012-02-11,13.38,16.53,11.2,91.95,3.4,1.45,123.2
Cuenca,-2.9001,-79.0059,2012-02-12,13.46,17.11,10.18,88.67,7.13,1.24,235.2
Cuenca,-2.9001,-79.0059,2012-02-13,13.89,17.77,11.15,86.72,2.78,1.9,299.3
Cuenca,-2.9001,-79.0059,2012-02-14,13.69,17.53,11.19,86.85,5.37,1.18,236.3
Cuenca,-2.9001,-79.0059,2012-02-15,13.44,17.09,11.21,88.64,9.72,1.49,98.3
Cuenca,-2.9001,-79.0059,2012-02-16,13.05,16.36,10.59,88.27,18.71,1.62,235.5
Cuenca,-2.9001,-79.0059,2012-02-17,13.03,18.08,9.35,85.77,5.81,1.84,204.9
Cuenca,-2.9001,-79.0059,2012-02-18,13.19,17.13,10.26,87.57,13.14,1.3,61.8
Cuenca,-2.9001,-79.0059,2012-02-19,11.52,14.3,9.63,95.04,3.96,1.78,119.0
Cuenca,-2.9001,-79.0059,2012-02-20,12.44,17.42,8.66,87.01,3.08,1.98,102.5
Cuenca,-2.9001,-79.0059,2012-02-21,13.15,16.87,10.91,88.49,6.31,2.19,105.0
Cuenca,-2.9001,-79.0059,2012-02-22,12.13,14.55,10.6,92.06,2.14,1.82,92.2
Cuenca,-2.9001,-79.0059,2012-02-23,12.66,16.4,10.35,89.02,0.78,2.42,89.6
Cuenca,-2.9001,-79.0059,2012-02-24,12.62,17.02,9.05,88.69,0.42,2.52,87.3
Cuenca,-2.9001,-79.0059,2012-02-25,13.35,16.55,10.47,89.51,5.16,1.6,98.7
Cuenca,-2.9001,-79.0059,2012-02-26,12.81,16.11,10.88,93.46,6.21,1.47,106.7
Cuenca,-2.9001,-79.0059,2012-02-27,12.13,15.43,9.58,92.47,15.38,1.76,88.9
Cuenca,-2.9001,-79.0059,2012-02-28,11.88,14.71,9.79,93.37,12.29,2.13,84.6
Cuenca,-2.9001,-79.0059,2012-02-29,13.1,17.58,10.07,90.11,2.2,2.41,105.4
Cuenca,-2.9001,-79.0059,2012-03-01,12.22,15.11,9.35,93.88,2.48,3.54,87.7
Cuenca,-2.9001,-79.0059,2012-03-02,12.0,15.82,8.63,91.77,3.17,3.91,83.3
Cuenca,-2.9001,-79.0059,2012-03-03,13.0,16.45,10.66,93.28,3.56,5.79,96.1
Cuenca,-2.9001,-79.0059,2012-03-04,12.4,15.55,10.27,92.85,1.04,4.67,93.2
Cuenca,-2.9001,-79.0059,2012-03-05,12.19,15.43,9.53,91.39,7.82,2.51,98.6
Cuenca,-2.9001,-79.0059,2012-03-06,12.51,15.56,10.06,90.12,2.38,2.27,87.7
Cuenca,-2.9001,-79.0059,2012-03-07,12.33,16.92,8.5,89.81,2.44,3.9,84.3
Cuenca,-2.9001,-79.0059,2012-03-08,12.23,15.68,9.53,92.31,1.8,4.48,93.8
Cuenca,-2.9001,-79.0059,2012-03-09,12.27,15.46,9.63,92.34,5.73,4.3,106.0
Cuenca,-2.9001,-79.0059,2012-03-10,11.93,15.6,8.95,92.19,5.21,3.77,121.4
Cuenca,-2.9001,-79.0059,2012-03-11,11.68,15.93,8.7,92.6,6.63,4.25,102.2
Cuenca,-2.9001,-79.0059,2012-03-12,12.08,16.75,8.14,90.51,1.52,4.49,82.0
Cuenca,-2.9001,-79.0059,2012-03-13,12.37,16.73,9.5,90.09,0.62,3.7,82.7
Cuenca,-2.9001,-79.0059,2012-03-14,12.44,17.13,9.0,87.78,0.9,3.68,84.1
Cuenca,-2.9001,-79.0059,2012-03-15,12.79,17.97,9.08,91.33,1.06,4.38,84.4
Cuenca,-2.9001,-79.0059,2012-03-16,12.11,15.69,9.61,92.36,8.06,3.89,98.7
Cuenca,-2.9001,-79.0059,2012-03-17,12.34,14.97,10.06,92.12,2.72,3.19,105.9
Cuenca,-2.9001,-79.0059,2012-03-18,13.63,17.82,10.1,88.6,8.48,2.33,108.1
Cuenca,-2.9001,-79.0059,2012-03-19,14.02,17.21,11.9,89.81,6.38,2.21,133.8
Cuenca,-2.9001,-79.0059,2012-03-20,13.35,16.6,11.26,89.32,15.34,1.9,117.7
Cuenca,-2.9001,-79.0059,2012-03-21,12.26,15.62,9.83,91.31,1.69,2.58,93.9
Cuenca,-2.9001,-79.0059,2012-03-22,12.61,16.59,9.62,88.85,4.96,2.84,84.3
Cuenca,-2.9001,-79.0059,2012-03-23,13.89,17.72,11.08,87.22,13.94,1.95,106.1
Cuenca,-2.9001,-79.0059,2012-03-24,13.68,17.73,10.07,88.61,12.31,1.87,148.9
Cuenca,-2.9001,-79.0059,2012-03-25,13.14,15.98,11.07,92.59,16.73,2.93,83.9
Cuenca,-2.9001,-79.0059,2012-03-26,13.11,17.53,9.9,91.57,5.65,2.45,101.4
Cuenca,-2.9001,-79.0059,2012-03-27,12.7,15.29,10.53,93.75,3.84,2.61,92.9
Cuenca,-2.9001,-79.0059,2012-03-28,12.3,16.98,9.33,91.76,9.65,3.56,101.2
Cuenca,-2.9001,-79.0059,2012-03-29,12.66,16.54,9.23,93.07,4.72,4.76,102.2
Cuenca,-2.9001,-79.0059,2012-03-30,12.98,15.77,10.93,94.82,2.0,5.54,105.1
Cuenca,-2.9001,-79.0059,2012-03-31,12.37,14.94,10.24,93.6,6.06,5.4,97.6
Cuenca,-2.9001,-79.0059,2012-04-01,12.37,16.17,9.35,92.55,1.71,3.74,103.6
Cuenca,-2.9001,-79.0059,2012-04-02,12.51,16.8,9.03,92.14,3.97,3.64,92.8
Cuenca,-2.9001,-79.0059,2012-04-03,12.67,16.61,9.65,91.45,3.14,3.05,94.0
Cuenca,-2.9001,-79.0059,2012-04-04,12.71,16.8,9.95,92.65,9.42,3.0,98.6
Cuenca,-2.9001,-79.0059,2012-04-05,13.06,16.64,10.5,89.79,4.72,2.12,87.6
Cuenca,-2.9001,-79.0059,2012-04-06,13.64,16.68,11.61,88.74,5.75,2.06,98.1
Cuenca,-2.9001,-79.0059,2012-04-07,13.12,16.4,10.65,88.31,4.1,2.08,90.9
Cuenca,-2.9001,-79.0059,2012-04-08,13.22,16.53,10.61,89.71,4.36,1.39,116.9
Cuenca,-2.9001,-79.0059,2012-04-09,13.39,17.97,9.62,86.71,3.27,1.3,290.0
Cuenca,-2.9001,-79.0059,2012-04-10,13.07,17.16,9.86,85.68,5.98,1.93,297.7
Cuenca,-2.9001,-79.0059,2012-04-11,13.26,17.11,10.06,83.9,0.83,1.13,285.4
Cuenca,-2.9001,-79.0059,2012-04-12,13.1,15.8,10.74,91.74,4.28,1.17,148.4
Cuenca,-2.9001,-79.0059,2012-04-13,13.08,16.96,10.24,90.97,6.02,1.24,181.5
Cuenca,-2.9001,-79.0059,2012-04-14,14.16,18.51,11.02,84.73,0.44,1.33,270.9
Cuenca,-2.9001,-79.0059,2012-04-15,14.0,17.58,11.43,88.79,2.51,1.33,140.8
Cuenca,-2.9001,-79.0059,2012-04-16,14.0,18.08,11.41,87.26,6.91,1.35,189.5
Cuenca,-2.9001,-79.0059,2012-04-17,14.22,18.84,10.75,85.77,3.0,1.95,148.9
Cuenca,-2.9001,-79.0059,2012-04-18,13.95,17.16,11.47,90.68,12.44,2.29,111.2
Cuenca,-2.9001,-79.0059,2012-04-19,11.91,14.61,10.01,93.0,17.66,2.54,98.4
Cuenca,-2.9001,-79.0059,2012-04-20,12.91,16.77,9.87,86.56,1.12,2.37,107.8
Cuenca,-2.9001,-79.0059,2012-04-21,12.53,16.7,9.18,89.49,1.16,2.3,106.8
Cuenca,-2.9001,-79.0059,2012-04-22,11.98,14.94,9.97,91.74,6.86,2.64,96.3
Cuenca,-2.9001,-79.0059,2012-04-23,11.35,14.84,8.87,92.18,3.16,2.61,102.0
Cuenca,-2.9001,-79.0059,2012-04-24,12.28,16.5,8.98,90.1,1.47,2.89,91.2
Cuenca,-2.9001,-79.0059,2012-04-25,12.82,17.54,8.61,90.94,0.43,2.94,94.7
Cuenca,-2.9001,-79.0059,2012-04-26,13.09,16.6,10.15,91.33,0.42,2.6,94.1
Cuenca,-2.9001,-79.0059,2012-04-27,13.62,17.38,10.87,88.05,0.57,2.15,110.0
Cuenca,-2.9001,-79.0059,2012-04-28,14.07,18.34,11.28,85.35,1.82,2.02,107.4
Cuenca,-2.9001,-79.0059,2012-04-29,13.04,16.41,10.68,90.87,2.89,2.23,94.1
Cuenca,-2.9001,-79.0059,2012-04-30,12.35,16.22,9.17,90.37,7.43,2.71,89.1
Cuenca,-2.9001,-79.0059,2012-05-01,11.93,14.57,9.99,94.54,6.1,4.24,110.1
Cuenca,-2.9001,-79.0059,2012-05-02,11.83,15.75,8.97,92.79,7.7,3.91,104.9
Cuenca,-2.9001,-79.0059,2012-05-03,12.06,16.2,9.11,92.68,0.92,4.48,103.6
Cuenca,-2.9001,-79.0059,2012-05-04,11.68,15.93,8.05,89.91,0.0,3.11,103.3
Cuenca,-2.9001,-79.0059,2012-05-05,11.79,15.52,8.72,91.58,4.34,2.74,107.5
Cuenca,-2.9001,-79.0059,2012-05-06,11.98,15.68,9.18,92.19,2.88,3.55,101.7
Cuenca,-2.9001,-79.0059,2012-05-07,10.77,14.59,8.1,90.75,0.19,3.41,109.0
Cuenca,-2.9001,-79.0059,2012-05-08,10.1,13.82,7.15,89.33,0.12,3.35,102.9
Cuenca,-2.9001,-79.0059,2012-05-09,10.7,15.26,7.16,88.4,0.39,2.9,106.7
Cuenca,-2.9001,-79.0059,2012-05-10,12.02,16.94,8.25,89.39,0.32,2.71,104.0
Cuenca,-2.9001,-79.0059,2012-05-11,12.66,17.23,8.4,91.35,1.97,2.84,94.2
Cuenca,-2.9001,-79.0059,2012-05-12,13.1,16.57,10.78,91.58,0.89,2.79,84.8
Cuenca,-2.9001,-79.0059,2012-05-13,12.91,16.7,10.16,87.7,1.63,2.45,89.7
Cuenca,-2.9001,-79.0059,2012-05-14,11.71,14.56,9.59,92.07,4.59,2.82,88.9
Cuenca,-2.9001,-79.0059,2012-05-15,11.67,16.11,8.8,92.1,2.88,3.34,81.7
Cuenca,-2.9001,-79.0059,2012-05-16,11.85,16.12,8.51,92.17,5.32,3.75,79.4
Cuenca,-2.9001,-79.0059,2012-05-17,12.37,16.72,8.86,92.44,4.1,2.91,98.1
Cuenca,-2.9001,-79.0059,2012-05-18,12.9,17.4,9.37,90.04,0.52,2.48,98.5
Cuenca,-2.9001,-79.0059,2012-05-19,12.21,16.0,10.14,93.49,6.21,3.13,99.4
Cuenca,-2.9001,-79.0059,2012-05-20,12.33,16.14,9.69,90.74,5.7,2.75,94.2
Cuenca,-2.9001,-79.0059,2012-05-21,11.82,15.29,9.6,93.52,5.3,3.59,88.9
Cuenca,-2.9001,-79.0059,2012-05-22,11.93,16.35,8.58,90.64,5.11,2.75,84.5
Cuenca,-2.9001,-79.0059,2012-05-23,12.36,17.38,9.11,83.13,0.24,2.85,78.5
Cuenca,-2.9001,-79.0059,2012-05-24,11.73,16.57,7.8,86.19,3.09,3.14,80.2
Cuenca,-2.9001,-79.0059,2012-05-25,11.68,16.05,7.51,87.64,3.02,3.47,80.7
Cuenca,-2.9001,-79.0059,2012-05-26,11.88,16.52,8.81,91.84,0.72,3.12,87.1
Cuenca,-2.9001,-79.0059,2012-05-27,11.23,13.99,8.62,94.92,2.98,3.44,87.3
Cuenca,-2.9001,-79.0059,2012-05-28,11.79,15.59,9.43,93.22,4.64,5.22,89.7
Cuenca,-2.9001,-79.0059,2012-05-29,11.31,14.63,8.9,93.12,1.99,4.84,87.1
Cuenca,-2.9001,-79.0059,2012-05-30,10.89,15.5,7.44,87.36,0.42,3.81,88.4
Cuenca,-2.9001,-79.0059,2012-05-31,10.71,15.0,7.44,90.34,4.31,4.05,95.1
Cuenca,-2.9001,-79.0059,2012-06-01,10.82,14.59,8.16,93.05,6.22,4.5,92.9
Cuenca,-2.9001,-79.0059,2012-06-02,11.11,15.28,8.29,93.12,3.04,4.01,90.9
Cuenca,-2.9001,-79.0059,2012-06-03,12.31,17.12,8.44,90.81,0.02,2.94,84.5
Cuenca,-2.9001,-79.0059,2012-06-04,13.24,17.96,8.92,88.09,2.38,2.1,88.3
Cuenca,-2.9001,-79.0059,2012-06-05,13.43,18.04,9.39,90.62,0.85,3.4,86.4
Cuenca,-2.9001,-79.0059,2012-06-06,12.81,17.04,9.42,90.67,2.49,3.88,84.4
Cuenca,-2.9001,-79.0059,2012-06-07,11.62,14.78,9.14,93.19,1.18,5.51,90.8
Cuenca,-2.9001,-79.0059,2012-06-08,11.35,15.28,8.49,92.31,2.09,4.49,90.5
Cuenca,-2.9001,-79.0059,2012-06-09,11.25,15.56,7.23,92.07,3.1,4.58,93.2
Cuenca,-2.9001,-79.0059,2012-06-10,11.72,15.36,9.27,92.07,0.39,4.91,96.8
Cuenca,-2.9001,-79.0059,2012-06-11,11.71,16.31,8.21,90.55,0.0,4.15,96.4
Cuenca,-2.9001,-79.0059,2012-06-12,11.68,15.93,8.59,90.23,0.0,3.65,102.3
Cuenca,-2.9001,-79.0059,2012-06-13,12.18,16.09,8.89,90.42,0.61,4.55,96.2
Cuenca,-2.9001,-79.0059,2012-06-14,10.92,13.87,8.25,90.92,0.99,3.44,95.7
Cuenca,-2.9001,-79.0059,2012-06-15,10.29,14.05,6.71,89.07,0.17,2.89,103.2
Cuenca,-2.9001,-79.0059,2012-06-16,12.36,17.42,8.61,86.42,0.92,2.48,102.0
Cuenca,-2.9001,-79.0059,2012-06-17,12.67,17.12,9.28,88.0,0.12,2.27,94.6
Cuenca,-2.9001,-79.0059,2012-06-18,12.54,17.04,9.48,89.63,4.12,2.68,84.8
Cuenca,-2.9001,-79.0059,2012-06-19,12.55,17.72,8.14,89.41,2.75,2.94,74.6
Cuenca,-2.9001,-79.0059,2012-06-20,12.51,16.73,9.1,87.9,0.02,2.66,70.2
Cuenca,-2.9001,-79.0059,2012-06-21,12.09,16.66,8.66,85.04,1.69,3.06,73.7
Cuenca,-2.9001,-79.0059,2012-06-22,11.5,15.93,7.79,89.63,3.5,4.02,80.5
Cuenca,-2.9001,-79.0059,2012-06-23,10.96,14.26,8.08,91.12,3.63,5.3,78.2
Cuenca,-2.9001,-79.0059,2012-06-24,9.09,12.64,6.26,91.76,8.12,4.47,85.0
Cuenca,-2.9001,-79.0059,2012-06-25,10.14,14.04,7.2,92.96,11.24,3.66,101.3
Cuenca,-2.9001,-79.0059,2012-06-26,9.46,12.8,7.73,91.62,8.0,4.66,91.2
Cuenca,-2.9001,-79.0059,2012-06-27,10.0,14.16,7.0,91.23,0.83,4.51,92.3
Cuenca,-2.9001,-79.0059,2012-06-28,10.14,14.14,7.43,91.45,1.46,3.69,98.5
Cuenca,-2.9001,-79.0059,2012-06-29,10.66,15.06,7.04,90.27,1.46,2.9,95.5
Cuenca,-2.9001,-79.0059,2012-06-30,10.97,15.04,7.46,90.81,0.26,3.35,87.7
Cuenca,-2.9001,-79.0059,2012-07-01,10.32,14.07,7.48,90.92,2.99,4.71,88.9
Cuenca,-2.9001,-79.0059,2012-07-02,10.34,15.13,6.5,88.27,1.24,4.39,84.8
Cuenca,-2.9001,-79.0059,2012-07-03,10.69,15.48,7.31,90.89,1.15,4.23,87.6
Cuenca,-2.9001,-79.0059,2012-07-04,10.71,15.06,7.55,90.49,1.47,3.16,92.9
Cuenca,-2.9001,-79.0059,2012-07-05,10.3,15.35,6.01,88.63,1.13,2.78,87.5
Cuenca,-2.9001,-79.0059,2012-07-06,10.55,15.45,6.26,90.36,1.03,3.63,84.3
Cuenca,-2.9001,-79.0059,2012-07-07,10.89,15.04,7.25,91.35,1.84,4.55,84.9
Cuenca,-2.9001,-79.0059,2012-07-08,11.64,15.22,9.58,91.48,0.87,6.05,89.2
Cuenca,-2.9001,-79.0059,2012-07-09,12.15,16.58,8.95,91.04,1.26,4.73,92.2
Cuenca,-2.9001,-79.0059,2012-07-10,12.12,16.46,9.12,90.93,2.44,4.17,99.5
Cuenca,-2.9001,-79.0059,2012-07-11,11.16,16.97,7.21,79.86,0.03,2.77,101.7
Cuenca,-2.9001,-79.0059,2012-07-12,11.9,17.91,7.2,73.7,0.33,2.4,87.5
Cuenca,-2.9001,-79.0059,2012-07-13,11.01,16.5,6.91,85.92,0.57,3.86,84.8
Cuenca,-2.9001,-79.0059,2012-07-14,10.3,14.73,7.39,87.56,1.19,4.24,93.7
Cuenca,-2.9001,-79.0059,2012-07-15,11.06,15.99,7.36,90.29,0.64,4.43,88.2
Cuenca,-2.9001,-79.0059,2012-07-16,11.47,15.79,8.48,89.07,1.77,4.58,95.7
Cuenca,-2.9001,-79.0059,2012-07-17,10.64,14.13,7.97,92.13,9.46,5.07,93.2
Cuenca,-2.9001,-79.0059,2012-07-18,10.75,13.44,8.6,94.13,15.64,6.92,96.3
Cuenca,-2.9001,-79.0059,2012-07-19,8.73,12.13,6.13,92.12,1.85,5.2,97.9
Cuenca,-2.9001,-79.0059,2012-07-20,9.75,15.35,5.59,84.18,0.0,3.47,93.3
Cuenca,-2.9001,-79.0059,2012-07-21,9.75,15.93,5.26,76.29,0.24,3.18,85.5
Cuenca,-2.9001,-79.0059,2012-07-22,9.95,13.97,5.93,91.57,2.54,4.96,91.7
Cuenca,-2.9001,-79.0059,2012-07-23,10.91,15.42,7.99,91.11,0.59,5.92,96.1
Cuenca,-2.9001,-79.0059,2012-07-24,11.05,15.97,7.25,87.52,0.04,5.04,94.9
Cuenca,-2.9001,-79.0059,2012-07-25,11.43,15.72,8.24,90.05,0.01,5.24,94.3
Cuenca,-2.9001,-79.0059,2012-07-26,11.51,16.5,7.87,87.15,0.1,5.07,92.7
Cuenca,-2.9001,-79.0059,2012-07-27,11.57,16.4,7.41,89.28,1.13,4.66,92.6
Cuenca,-2.9001,-79.0059,2012-07-28,11.18,15.55,7.82,90.83,3.27,5.13,95.2
Cuenca,-2.9001,-79.0059,2012-07-29,11.31,16.01,7.42,87.95,3.4,3.97,87.8
Cuenca,-2.9001,-79.0059,2012-07-30,11.29,16.02,7.76,89.23,2.02,4.11,98.7
Cuenca,-2.9001,-79.0059,2012-07-31,10.37,13.75,8.2,92.13,6.43,4.57,94.3
Cuenca,-2.9001,-79.0059,2012-08-01,11.01,15.6,8.17,89.81,1.21,4.1,97.4
Cuenca,-2.9001,-79.0059,2012-08-02,11.77,17.48,7.38,85.34,0.01,2.98,97.5
Cuenca,-2.9001,-79.0059,2012-08-03,12.65,18.57,7.49,83.97,0.56,2.59,100.0
Cuenca,-2.9001,-79.0059,2012-08-04,12.02,17.37,7.61,87.77,1.3,3.72,98.4
Cuenca,-2.9001,-79.0059,2012-08-05,12.14,15.81,9.68,89.21,0.55,5.3,95.7
Cuenca,-2.9001,-79.0059,2012-08-06,11.17,15.99,7.23,87.45,0.47,4.95,91.6
Cuenca,-2.9001,-79.0059,2012-08-07,11.14,17.24,6.98,83.93,0.01,3.96,93.2
Cuenca,-2.9001,-79.0059,2012-08-08,10.71,17.36,5.74,79.33,0.0,4.0,94.2
Cuenca,-2.9001,-79.0059,2012-08-09,10.46,16.48,4.8,79.54,0.01,4.71,94.6
Cuenca,-2.9001,-79.0059,2012-08-10,11.15,16.21,7.2,84.17,0.83,4.14,93.5
Cuenca,-2.9001,-79.0059,2012-08-11,11.44,16.66,7.2,86.18,0.27,3.71,89.7
Cuenca,-2.9001,-79.0059,2012-08-12,12.67,18.63,7.52,85.69,0.02,2.96,91.0
Cuenca,-2.9001,-79.0059,2012-08-13,11.74,15.1,9.09,92.73,11.13,4.56,99.6
Cuenca,-2.9001,-79.0059,2012-08-14,10.71,15.12,7.31,86.35,2.1,3.94,85.1
Cuenca,-2.9001,-79.0059,2012-08-15,11.31,16.62,7.02,85.62,1.06,3.46,88.6
Cuenca,-2.9001,-79.0059,2012-08-16,11.69,17.16,6.85,86.19,1.29,3.42,83.2
Cuenca,-2.9001,-79.0059,2012-08-17,11.44,16.43,8.14,86.01,1.8,3.09,81.5
Cuenca,-2.9001,-79.0059,2012-08-18,11.74,17.03,8.12,86.47,1.12,3.64,94.1
Cuenca,-2.9001,-79.0059,2012-08-19,11.04,16.95,6.17,82.72,0.01,4.65,85.2
Cuenca,-2.9001,-79.0059,2012-08-20,11.23,17.48,6.33,79.84,0.0,4.26,87.6
Cuenca,-2.9001,-79.0059,2012-08-21,11.35,18.25,6.15,79.34,0.02,4.2,92.0
Cuenca,-2.9001,-79.0059,2012-08-22,11.42,18.22,5.97,73.51,0.0,3.8,93.9
Cuenca,-2.9001,-79.0059,2012-08-23,12.08,18.46,6.29,77.39,0.01,3.34,94.1
Cuenca,-2.9001,-79.0059,2012-08-24,12.59,17.83,8.14,86.35,2.24,3.27,94.4
Cuenca,-2.9001,-79.0059,2012-08-25,12.18,16.65,9.34,88.55,1.52,4.76,91.3
Cuenca,-2.9001,-79.0059,2012-08-26,10.87,14.57,8.36,87.39,4.68,5.72,80.9
Cuenca,-2.9001,-79.0059,2012-08-27,10.64,13.97,8.46,91.7,3.84,6.49,91.4
Cuenca,-2.9001,-79.0059,2012-08-28,11.17,13.61,9.55,91.97,7.72,7.18,100.7
Cuenca,-2.9001,-79.0059,2012-08-29,10.62,12.92,8.25,92.28,10.62,7.19,101.0
Cuenca,-2.9001,-79.0059,2012-08-30,10.3,15.11,6.62,86.23,0.51,5.65,93.3
Cuenca,-2.9001,-79.0059,2012-08-31,10.11,15.78,5.61,83.67,6.72,4.91,84.8
Cuenca,-2.9001,-79.0059,2012-09-01,10.23,15.36,6.23,85.64,0.68,4.93,86.6
Cuenca,-2.9001,-79.0059,2012-09-02,10.57,15.18,7.18,86.9,0.02,5.32,91.2
Cuenca,-2.9001,-79.0059,2012-09-03,10.99,16.09,7.1,86.39,0.44,5.68,92.3
Cuenca,-2.9001,-79.0059,2012-09-04,10.59,14.86,7.01,87.81,1.46,4.65,95.6
Cuenca,-2.9001,-79.0059,2012-09-05,11.44,16.72,7.28,83.01,0.05,5.32,98.0
Cuenca,-2.9001,-79.0059,2012-09-06,11.84,17.05,7.42,83.97,0.72,5.29,96.4
Cuenca,-2.9001,-79.0059,2012-09-07,12.28,18.1,8.41,81.3,0.04,4.26,82.4
Cuenca,-2.9001,-79.0059,2012-09-08,11.67,17.51,6.97,80.46,1.18,4.74,85.0
Cuenca,-2.9001,-79.0059,2012-09-09,11.54,17.45,6.14,81.2,2.53,5.83,83.9
Cuenca,-2.9001,-79.0059,2012-09-10,11.79,17.27,7.85,85.7,2.63,5.53,89.8
Cuenca,-2.9001,-79.0059,2012-09-11,11.53,17.76,6.7,82.26,0.0,4.76,87.8
Cuenca,-2.9001,-79.0059,2012-09-12,11.59,18.04,6.73,72.07,0.53,4.1,85.5
Cuenca,-2.9001,-79.0059,2012-09-13,11.27,16.82,6.73,77.36,0.26,5.3,94.5
Cuenca,-2.9001,-79.0059,2012-09-14,10.68,15.91,6.75,81.63,0.6,5.59,92.8
Cuenca,-2.9001,-79.0059,2012-09-15,11.56,18.59,7.37,77.25,0.2,4.79,87.8
Cuenca,-2.9001,-79.0059,2012-09-16,11.94,19.33,6.11,59.85,0.0,3.72,82.8
Cuenca,-2.9001,-79.0059,2012-09-17,12.11,17.87,6.73,73.4,0.02,3.74,92.4
Cuenca,-2.9001,-79.0059,2012-09-18,13.24,19.38,8.3,77.47,0.0,3.12,84.5
